Source Type,Underlying,Tenor Swap,Tenor Option,Portfolio,Group,Risk,dRisk,Vol Score,Risk SP01,dRisk SP01,Risk PSP01,dRisk PSP01,Risk PM01,dRisk PM01,Risk PM01P,dRisk PM01P,Risk Theta,dRisk Theta,Risk JTD,dRisk JTD
ir/gamma,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0437 · TRADER-059,G10,3240629,290941,89.794,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0438 · TRADER-059,G10,-3938624,-235168,17.362,,,,,,,,,,,,
ir/gamma,FAKE_REPLACE_ME - GBP SONIA,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0439 · TRADER-060,G10,1882580,-274313,67.626,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0440 · TRADER-060,G10,3326475,-237971,21.888,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0441 · TRADER-061,G10,-4138739,-462631,73.233,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0442 · TRADER-061,G10,3144087,-188804,49.999,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0443 · TRADER-062,G10,4842255,-291955,25.05,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0444 · TRADER-062,G10,4368416,-207827,90.577,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0445 · TRADER-063,G10,4389210,111630,88.837,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0446 · TRADER-063,G10,4324390,175088,53.381,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0447 · TRADER-064,G10,-4391702,-431233,20.497,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0448 · TRADER-064,G10,2469030,-435975,61.602,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0449 · TRADER-065,G10,-3433075,-492284,31.756,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0450 · TRADER-065,G10,2147239,-379153,76.471,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - USD SOFR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0451 · TRADER-066,G10,-2585194,103746,92.309,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0452 · TRADER-066,G10,-1473071,-248499,63.573,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0453 · TRADER-067,G10,-3940669,-370753,19.359,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0454 · TRADER-067,G10,1000084,-135820,40.91,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0455 · TRADER-068,G10,-2586958,-283365,72.099,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0456 · TRADER-068,G10,-290785,381202,95.571,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0457 · TRADER-069,G10,3633117,-53501,73.2,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0458 · TRADER-069,G10,-3628960,-534705,67.384,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0459 · TRADER-070,G10,-2669162,-356349,13.157,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0460 · TRADER-070,G10,-4353439,58247,63.061,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0461 · TRADER-071,G10,1924528,-277981,17.126,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0462 · TRADER-071,G10,1187431,418858,8.934,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0463 · TRADER-072,G10,396391,-431289,50.368,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0464 · TRADER-072,G10,3101283,225848,74.477,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0465 · TRADER-073,G10,2551458,-542747,51.639,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0466 · TRADER-073,G10,4448414,299439,24.974,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0467 · TRADER-074,G10,1396207,525723,91.302,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0468 · TRADER-074,G10,-2334079,-177610,19.119,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0469 · TRADER-075,G10,2203622,-89884,71.156,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0470 · TRADER-075,G10,3518462,-291370,57.572,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0471 · TRADER-076,G10,2639156,60202,73.453,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0472 · TRADER-076,G10,1123836,149851,77.844,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0473 · TRADER-077,G10,3283663,430321,30.781,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0474 · TRADER-077,G10,-4582571,534280,97.07,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0475 · TRADER-078,G10,3769583,-384871,28.58,,,,,,,,,,,,
ir/xccy,FAKE_REPLACE_ME - EUR/USD XCCY,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0476 · TRADER-078,G10,1809654,317957,27.269,,,,,,,,,,,,
ir/xccy,FAKE_REPLACE_ME - EUR/USD XCCY,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0477 · TRADER-079,G10,-488810,-464851,47.946,,,,,,,,,,,,
ir/xccy,FAKE_REPLACE_ME - EUR/USD XCCY,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0478 · TRADER-079,G10,-4594623,-353582,67.779,,,,,,,,,,,,
ir/xccy,FAKE_REPLACE_ME - GBP/USD XCCY,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0479 · TRADER-080,G10,-2481779,-367300,82.603,,,,,,,,,,,,
ir/xccy,FAKE_REPLACE_ME - GBP/USD XCCY,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0480 · TRADER-080,G10,4443138,200196,48.178,,,,,,,,,,,,
ir/xccy,FAKE_REPLACE_ME - GBP/USD XCCY,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0481 · TRADER-081,G10,2809077,537825,96.249,,,,,,,,,,,,
ir/xccy,FAKE_REPLACE_ME - USD/JPY XCCY,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0482 · TRADER-081,G10,-953863,137211,73.304,,,,,,,,,,,,
ir/xccy,FAKE_REPLACE_ME - USD/JPY XCCY,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0483 · TRADER-082,G10,-398915,-520270,91.143,,,,,,,,,,,,
ir/xccy,FAKE_REPLACE_ME - USD/JPY XCCY,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0484 · TRADER-082,G10,-2073850,156230,58.99,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0485 · TRADER-083,G10,3770638,400688,91.401,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0486 · TRADER-083,G10,-406118,-173530,39.076,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0487 · TRADER-084,G10,3041187,194270,54.693,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0488 · TRADER-084,G10,3955065,-108092,94.95,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0489 · TRADER-085,G10,4291559,-129622,79.841,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0490 · TRADER-085,G10,4571961,-282635,47.582,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0491 · TRADER-086,G10,1978447,-206076,85.681,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0492 · TRADER-086,G10,-568032,-455608,37.206,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0493 · TRADER-087,G10,2057809,425051,92.329,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0494 · TRADER-087,G10,364570,-344061,52.826,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0495 · TRADER-088,G10,4642528,346104,76.931,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0496 · TRADER-088,G10,2823285,143298,68.266,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0497 · TRADER-089,G10,3035977,198404,9.125,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0498 · TRADER-089,G10,-327888,-364455,72.313,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0499 · TRADER-090,G10,3333874,91187,61.368,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0500 · TRADER-090,G10,4563762,229132,17.696,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0001 · TRADER-001,G10,-1171537,288556,74.179,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0002 · TRADER-001,G10,3537642,-121930,50.918,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0003 · TRADER-002,G10,4537781,545701,21.31,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0004 · TRADER-002,G10,-1855420,131534,21.879,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0005 · TRADER-003,G10,-4048310,-176793,75.975,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0006 · TRADER-003,G10,487320,-312896,64.393,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0007 · TRADER-004,G10,1553189,-541782,84.069,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0008 · TRADER-004,G10,-2477472,-377344,53.226,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0009 · TRADER-005,G10,670571,320047,89.606,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0010 · TRADER-005,G10,-644225,230649,5.37,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0011 · TRADER-006,G10,-994147,-117946,59.102,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0012 · TRADER-006,G10,2552949,343988,97.269,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0013 · TRADER-007,G10,-1648990,-432956,68.25,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0014 · TRADER-007,G10,827189,-404954,46.675,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0015 · TRADER-008,G10,-4644011,414846,94.39,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0016 · TRADER-008,G10,2719774,135711,76.767,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0017 · TRADER-009,G10,541734,-449342,22.84,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0018 · TRADER-009,G10,630911,52168,96.067,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0019 · TRADER-010,G10,731864,467147,78,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0020 · TRADER-010,G10,-1051807,327253,24.769,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0021 · TRADER-011,G10,735896,235594,85.719,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0022 · TRADER-011,G10,-1270985,-193342,85.276,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0023 · TRADER-012,G10,3537463,-18085,77.994,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 20Y,,FAKE_REPLACE_ME - BOOK-0024 · TRADER-012,G10,-3628892,-90902,69.647,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0025 · TRADER-013,G10,1783774,-325857,95.361,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0026 · TRADER-013,G10,1564231,91588,29.892,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0027 · TRADER-014,G10,2667446,-22114,84.81,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 20Y,,FAKE_REPLACE_ME - BOOK-0028 · TRADER-014,G10,739655,529962,52.413,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0029 · TRADER-015,G10,817762,303226,58.916,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0030 · TRADER-015,G10,-312943,168984,48.402,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0031 · TRADER-016,G10,-2309025,181502,15.37,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 20Y,,FAKE_REPLACE_ME - BOOK-0032 · TRADER-016,G10,4479597,163558,8.101,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0033 · TRADER-017,G10,3337502,-54710,30.541,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0034 · TRADER-017,G10,3758276,145137,6.55,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0035 · TRADER-018,G10,953700,-137251,28.219,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0036 · TRADER-018,G10,3757056,-157897,82.212,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0037 · TRADER-019,G10,-4250150,-448620,23.612,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0038 · TRADER-019,G10,480424,-528578,30.553,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0039 · TRADER-020,G10,-2104230,32635,79.273,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0040 · TRADER-020,G10,368275,-121701,18.717,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0041 · TRADER-021,G10,2415343,-100414,96.013,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0042 · TRADER-021,G10,4513100,-324834,50.961,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0043 · TRADER-022,G10,-2330720,156798,80.954,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0044 · TRADER-022,G10,608810,-139490,95.308,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0045 · TRADER-023,G10,3726750,-71349,68.799,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0046 · TRADER-023,G10,963826,519231,83.885,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0047 · TRADER-024,G10,-2063362,-382493,63.547,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0048 · TRADER-024,G10,3542800,-265737,44.183,,,,,,,,,,,,
